Eid|Sid|Order|Title|Created at|Description|Course
656|24|15|16. Side-Channel Attacks|2017-03-30T15:48:51Z|View the complete course: http://ocw.mit.edu/6-858F14 Instructor: Nickolai Zeldovich  This is a class on the design and implementation of secure computer systems, focusing on threat models, attacks that compromise security, and techniques for achieving security. * Now with less squeaking chairs! *  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|3v5Von-oNUg
657|24|16|17. User Authentication|2017-03-30T15:48:50Z|View the complete course: http://ocw.mit.edu/6-858F14 Instructor: Nickolai Zeldovich  This is a class on the design and implementation of secure computer systems, focusing on threat models, attacks that compromise security, and techniques for achieving security. * Now with less squeaking chairs! *  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|MT7X17ZRo1U
658|24|17|18. Private Browsing|2017-03-30T15:48:48Z|View the complete course: http://ocw.mit.edu/6-858F14 Instructor: Nickolai Zeldovich  This is a class on the design and implementation of secure computer systems, focusing on threat models, attacks that compromise security, and techniques for achieving security. * Now with less squeaking chairs! *  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|YTWXAFJf8bw
659|24|18|19. Anonymous Communication|2017-03-30T15:48:53Z|View the complete course: http://ocw.mit.edu/6-858F14 Instructor: Nickolai Zeldovich  This is a class on the design and implementation of secure computer systems, focusing on threat models, attacks that compromise security, and techniques for achieving security. * Now with less squeaking chairs! *  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|OgGTJIgNewE
660|24|19|20. Mobile Phone Security|2017-03-30T15:48:52Z|View the complete course: http://ocw.mit.edu/6-858F14 Instructor: Nickolai Zeldovich  This is a class on the design and implementation of secure computer systems, focusing on threat models, attacks that compromise security, and techniques for achieving security. * Now with less squeaking chairs! *  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|uT7BXusDgDM
661|24|20|21. Data Tracking|2017-03-30T15:48:49Z|View the complete course: http://ocw.mit.edu/6-858F14 Instructor: Nickolai Zeldovich  This is a class on the design and implementation of secure computer systems, focusing on threat models, attacks that compromise security, and techniques for achieving security. * Now with less squeaking chairs! *  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|WG5UbMrUiLU
662|24|21|22. Guest Lecture by MIT IS&T|2017-03-30T15:48:53Z|View the complete course: http://ocw.mit.edu/6-858F14 Instructor: Nickolai Zeldovich  This is a class on the design and implementation of secure computer systems, focusing on threat models, attacks that compromise security, and techniques for achieving security. * Now with less squeaking chairs! *  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|2PO8h1pVW50
663|24|22|23. Security Economics|2017-03-30T15:48:57Z|View the complete course: http://ocw.mit.edu/6-858F14 Instructor: Nickolai Zeldovich  This is a class on the design and implementation of secure computer systems, focusing on threat models, attacks that compromise security, and techniques for achieving security. * Now with less squeaking chairs! *  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|8PdnOZI7H5E
664|25|1|1. Introduction and Scope|2014-01-10T19:40:27Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|TjZBTDzGeGg
665|25|2|2. Reasoning: Goal Trees and Problem Solving|2014-01-10T19:40:19Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|PNKj529yY5c
666|25|3|3. Reasoning: Goal Trees and Rule-Based Expert Systems|2014-01-10T19:39:57Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|leXa7EKUPFk
667|25|4|4. Search: Depth-First, Hill Climbing, Beam|2014-01-10T19:41:05Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|j1H3jAAGlEA
668|25|5|5. Search: Optimal, Branch and Bound, A*|2014-01-10T19:38:06Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|gGQ-vAmdAOI
669|25|6|6. Search: Games, Minimax, and Alpha-Beta|2014-01-10T19:37:13Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|STjW3eH0Cik
670|25|7|7. Constraints: Interpreting Line Drawings|2014-01-10T19:40:04Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|l-tzjenXrvI
671|25|8|8. Constraints: Search, Domain Reduction|2021-04-23T20:35:50Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|dARl_gGrS4o
672|25|9|9. Constraints: Visual Object Recognition|2014-01-10T19:39:45Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|gvmfbePC2pc
673|25|10|10. Introduction to Learning, Nearest Neighbors|2014-01-10T19:41:00Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|09mb78oiPkA
674|25|11|11. Learning: Identification Trees, Disorder|2014-01-10T19:40:14Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|SXBG3RGr_Rc
675|25|12|12a: Neural Nets|2016-04-20T16:15:49Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|uXt8qF2Zzfo
676|25|13|12b: Deep Neural Nets|2016-04-20T16:15:27Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|VrMHA3yX_QI
677|25|14|13. Learning: Genetic Algorithms|2014-01-10T19:40:36Z|View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston  In these lectures, Prof. Patrick Winston introduces the 6.034 material from a conceptual, big-picture perspective. Topics include reasoning, search, constraints, learning, representations, architectures, and probabilistic inference.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|kHyNqSnzP8Y
