Eid|Sid|Order|Title|Created at|Description|Course
492|8|56|Buffer capacity , Buffers, titrations, and solubility equilibria , Chemistry , Khan Academy|2016-03-15T02:42:50Z|Videos on chemistry (roughly covering a first-year high school or college course).|pnPWdDOR9XE
493|8|57|Weak Acid Titration|2009-09-09T21:54:56Z|Videos on chemistry (roughly covering a first-year high school or college course).|gbpc_JBG1F0
494|8|58|Titration roundup , Buffers, titrations, and solubility equilibria , Chemistry , Khan Academy|2009-09-09T22:44:07Z|Videos on chemistry (roughly covering a first-year high school or college course).|BBIGR0RAMtY
495|8|59|Introduction to Oxidation States|2009-09-10T18:03:34Z|Videos on chemistry (roughly covering a first-year high school or college course).|_fNNQfGGYr4
496|8|60|More on Oxidation States|2009-09-10T18:30:18Z|Videos on chemistry (roughly covering a first-year high school or college course).|GA88JI4AymY
497|8|61|Hydrogen Peroxide Correction|2009-09-11T19:46:16Z|Videos on chemistry (roughly covering a first-year high school or college course).|YPjtG5PA-iY
498|8|62|Redox Reactions|2009-09-10T20:43:18Z|Videos on chemistry (roughly covering a first-year high school or college course).|yp60-oVxrT4
499|8|63|Galvanic Cells|2009-09-11T19:27:56Z|Videos on chemistry (roughly covering a first-year high school or college course).|N4L3dDIixSU
500|8|64|Types of decay , Nuclear chemistry , Chemistry , Khan Academy|2009-09-11T21:20:44Z|Videos on chemistry (roughly covering a first-year high school or college course).|3koOwozY4oc
501|8|65|Half-life and carbon dating , Nuclear chemistry , Chemistry , Khan Academy|2009-09-11T22:04:35Z|Videos on chemistry (roughly covering a first-year high school or college course).|9REPnibO4IQ
502|8|66|Exponential decay formula proof (can skip, involves calculus) , Chemistry , Khan Academy|2009-09-12T00:12:37Z|Videos on chemistry (roughly covering a first-year high school or college course).|H7nrVDV8ahc
503|8|67|Introduction to exponential decay , Nuclear chemistry , Chemistry , Khan Academy|2009-09-12T01:37:10Z|Videos on chemistry (roughly covering a first-year high school or college course).|HTDop6eEsaA
504|8|68|More exponential decay examples , Nuclear chemistry , Chemistry , Khan Academy|2009-09-12T02:01:51Z|Videos on chemistry (roughly covering a first-year high school or college course).|Hqzakjo_dYg
505|8|69|Macrostates and microstates , Thermodynamics , Physics , Khan Academy|2009-09-16T02:26:38Z|Videos on chemistry (roughly covering a first-year high school or college course).|5EU-y1VF7g4
506|8|70|Quasistatic and reversible processes , Thermodynamics , Physics , Khan Academy|2009-09-16T05:22:08Z|Videos on chemistry (roughly covering a first-year high school or college course).|lKq-10ysDb4
507|8|71|First law of thermodynamics / internal energy , Thermodynamics , Physics , Khan Academy|2009-09-16T18:07:23Z|Videos on chemistry (roughly covering a first-year high school or college course).|Xb05CaG7TsQ
508|8|72|More on internal energy , Thermodynamics , Physics , Khan Academy|2009-09-16T19:02:59Z|Videos on chemistry (roughly covering a first-year high school or college course).|aOSlXuDO4UU
509|8|73|Work from expansion , Thermodynamics , Physics , Khan Academy|2009-09-16T19:42:06Z|Videos on chemistry (roughly covering a first-year high school or college course).|obeGVTOZyfE
510|8|74|PV-diagrams and expansion work , Thermodynamics , Physics , Khan Academy|2009-09-16T20:08:48Z|Videos on chemistry (roughly covering a first-year high school or college course).|M5uOIy-JTmo
511|8|75|Proof: U = (3/2)PV or U = (3/2)nRT , Thermodynamics , Physics , Khan Academy|2009-09-17T00:58:37Z|Videos on chemistry (roughly covering a first-year high school or college course).|qSFY7GKhSRs
512|8|76|Work done by isothermic process , Thermodynamics , Physics , Khan Academy|2009-09-17T01:10:53Z|Videos on chemistry (roughly covering a first-year high school or college course).|iiFWoXQPOJc
513|8|77|Carnot cycle and Carnot engine , Thermodynamics , Physics , Khan Academy|2009-09-17T17:01:37Z|Videos on chemistry (roughly covering a first-year high school or college course).|aAfBSJObd6Y
514|8|78|Proof: Volume ratios in a carnot cycle , Thermodynamics , Physics , Khan Academy|2009-09-17T17:42:20Z|Videos on chemistry (roughly covering a first-year high school or college course).|ixRtSV3CXPA
515|8|79|Proof: S (or entropy) is a valid state variable , Thermodynamics , Physics , Khan Academy|2009-09-17T19:28:15Z|Videos on chemistry (roughly covering a first-year high school or college course).|sPz5RrFus1Q
516|8|80|Thermodynamic entropy definition clarification , Physics , Khan Academy|2009-09-25T16:44:40Z|Videos on chemistry (roughly covering a first-year high school or college course).|PFcGiMLwjeY
517|8|81|Reconciling thermodynamic and state definitions of entropy , Physics , Khan Academy|2009-09-17T20:54:11Z|Videos on chemistry (roughly covering a first-year high school or college course).|WLKEVfLFau4
518|8|82|Entropy intuition , Thermodynamics , Physics , Khan Academy|2009-09-18T02:31:57Z|Videos on chemistry (roughly covering a first-year high school or college course).|xJf6pHqLzs0
519|8|83|Maxwell's demon , Thermodynamics , Physics , Khan Academy|2009-09-18T17:11:53Z|Videos on chemistry (roughly covering a first-year high school or college course).|aKRDvSZ-igA
520|8|84|More on entropy , Thermodynamics , Physics , Khan Academy|2009-09-18T17:39:47Z|Videos on chemistry (roughly covering a first-year high school or college course).|dFFzAP2OZ3E
521|8|85|Efficiency of a Carnot engine , Thermodynamics , Physics , Khan Academy|2009-09-18T23:15:47Z|Videos on chemistry (roughly covering a first-year high school or college course).|M_5KYncYNyc
522|8|86|Carnot efficiency 2: Reversing the cycle , Thermodynamics , Physics , Khan Academy|2009-09-19T00:23:45Z|Videos on chemistry (roughly covering a first-year high school or college course).|pQWwP7YYH6o
523|8|87|Carnot efficiency 3: Proving that it is the most efficient , Physics , Khan Academy|2009-09-19T00:15:54Z|Videos on chemistry (roughly covering a first-year high school or college course).|LUoUb4hGMH8
524|8|88|Enthalpy , Thermodynamics , Chemistry , Khan Academy|2009-09-24T21:28:50Z|Videos on chemistry (roughly covering a first-year high school or college course).|fucyI7Ouj2c
525|8|89|Heat of formation , Thermodynamics , Chemistry , Khan Academy|2009-09-25T20:26:22Z|Videos on chemistry (roughly covering a first-year high school or college course).|PK_JXzYcme0
526|8|90|Hess's law and reaction enthalpy change , Chemistry , Khan Academy|2009-09-25T20:30:44Z|Videos on chemistry (roughly covering a first-year high school or college course).|chXMpDwjBDk
527|8|91|Gibbs free energy and spontaneity , Chemistry , Khan Academy|2009-09-28T20:15:06Z|Videos on chemistry (roughly covering a first-year high school or college course).|ViAmQivKif0
528|8|92|Gibbs free energy example , Thermodynamics , Chemistry , Khan Academy|2009-09-28T22:58:01Z|Videos on chemistry (roughly covering a first-year high school or college course).|sG1ZAdYi13A
529|8|93|More rigorous Gibbs free energy / spontaneity relationship , Chemistry , Khan Academy|2009-09-28T23:47:56Z|Videos on chemistry (roughly covering a first-year high school or college course).|7aur5h44pV4
530|8|94|A look at a seductive but wrong Gibbs/spontaneity proof , Chemistry , Khan Academy|2009-09-29T00:09:43Z|Videos on chemistry (roughly covering a first-year high school or college course).|yYbzJs6vgv8
531|8|95|Stoichiometry example problem 1 , Chemistry , Khan Academy|2010-05-07T18:52:32Z|Videos on chemistry (roughly covering a first-year high school or college course).|jFv6k2OV7IU
532|8|96|Stoichiometry example problem 2 , Chemistry , Khan Academy|2010-05-07T19:33:39Z|Videos on chemistry (roughly covering a first-year high school or college course).|eQf_EAYGo-k
533|8|97|Limiting reactant example problem 1 , Chemistry , Khan Academy|2010-05-07T20:25:51Z|Videos on chemistry (roughly covering a first-year high school or college course).|YNriRslOk9A
534|8|98|Empirical and Molecular Formulas from Stoichiometry|2010-05-08T06:08:29Z|Videos on chemistry (roughly covering a first-year high school or college course).|FycJ8X67xEU
535|8|99|Example of Finding Reactant Empirical Formula|2010-05-10T19:43:42Z|Videos on chemistry (roughly covering a first-year high school or college course).|66ziUq6vRko
536|8|100|Stoichiometry of a Reaction in Solution|2010-05-11T19:12:19Z|Videos on chemistry (roughly covering a first-year high school or college course).|EKZSwjVR594
537|8|101|Another Stoichiometry Example in a Solution|2010-05-11T21:34:40Z|Videos on chemistry (roughly covering a first-year high school or college course).|_qrQKBB2jt8
538|8|102|Molecular and Empirical Forumlas from Percent Composition|2010-08-17T15:56:31Z|Videos on chemistry (roughly covering a first-year high school or college course).|_H009sTvYE0
539|8|103|Acid base titration example , Chemistry , Khan Academy|2010-10-15T20:23:08Z|Videos on chemistry (roughly covering a first-year high school or college course).|XjFNmfLv9_Q
540|8|104|Spectrophotometry introduction , Kinetics , Chemistry , Khan Academy|2010-10-15T21:41:58Z|Videos on chemistry (roughly covering a first-year high school or college course).|qbCZbP6_j48
541|8|105|Spectrophotometry example , Kinetics , Chemistry , Khan Academy|2010-10-15T22:28:04Z|Videos on chemistry (roughly covering a first-year high school or college course).|VqAa_cmZ7OY
542|8|106|Hess's law example , Thermodynamics , Chemistry , Khan Academy|2010-10-15T23:28:00Z|Videos on chemistry (roughly covering a first-year high school or college course).|8bCL8TQZFKo
543|8|107|Vapor pressure example , Chemistry , Khan Academy|2010-10-18T17:04:35Z|Videos on chemistry (roughly covering a first-year high school or college course).|-QpkmwIoMaY
544|8|108|Change of state example , States of matter and intermolecular forces , Chemistry , Khan Academy|2010-10-18T22:13:31Z|Videos on chemistry (roughly covering a first-year high school or college course).|tvO0358YUYM
545|8|109|Small x approximation for small Kc , Chemistry , Khan Academy|2016-03-15T02:59:44Z|Videos on chemistry (roughly covering a first-year high school or college course).|owA2rUggKoA
546|8|110|Small x approximation for large Kc , Chemical equilibrium , Chemistry , Khan Academy|2016-03-15T03:05:35Z|Videos on chemistry (roughly covering a first-year high school or college course).|PAz3qwVxDKY
547|8|111|pH and pKa relationship for buffers , Chemistry , Khan Academy|2016-03-15T03:24:25Z|Videos on chemistry (roughly covering a first-year high school or college course).|7ZLjzp7thNI
548|8|112|2015 AP Chemistry free response 5a: Finding order of reaction , Chemistry , Khan Academy|2016-04-28T23:10:17Z|Videos on chemistry (roughly covering a first-year high school or college course).|RoEZkrDWqmc
549|8|113|AP Chemistry multiple choice sample: Boiling points|2016-04-28T23:29:42Z|Videos on chemistry (roughly covering a first-year high school or college course).|JRxFsmvsmHY
550|8|114|Rate constant k from half-life example , Kinetics , Chemistry , Khan Academy|2016-05-12T22:27:53Z|Videos on chemistry (roughly covering a first-year high school or college course).|dqvoAwA9nUQ
551|8|115|Ways to get a buffer solution , Chemistry , Khan Academy|2016-05-16T20:29:08Z|Videos on chemistry (roughly covering a first-year high school or college course).|l9-Qkl42-Tc
552|8|116|Worked example: Using the reaction quotient to predict a pressure change , Khan Academy|2016-05-16T22:09:34Z|Videos on chemistry (roughly covering a first-year high school or college course).|pnW1PNJlmWg
553|8|117|Units of the rate constant , Kinetics , AP Chemistry , Khan Academy|2016-05-16T22:35:33Z|Videos on chemistry (roughly covering a first-year high school or college course).|fLL8xxjhDPI
554|8|118|Calculating internal energy and work example , Chemistry , Khan Academy|2016-05-24T21:11:25Z|Videos on chemistry (roughly covering a first-year high school or college course).|FTO0lS1Q9QI
555|8|119|Ionic bonds and Coulombs law|2016-05-24T21:39:51Z|Videos on chemistry (roughly covering a first-year high school or college course).|TwqMtO2FLYk
556|8|120|Bond enthalpy and enthalpy of reaction , Chemistry , Khan Academy|2016-05-26T17:41:44Z|Videos on chemistry (roughly covering a first-year high school or college course).|xE1gdQZcR-o
557|8|121|Introduction to reaction quotient Qc , Chemical equilibrium , Chemistry , Khan Academy|2016-05-31T17:45:55Z|Videos on chemistry (roughly covering a first-year high school or college course).|2PM1yc_z4Bk
558|8|122|Le Chatelier's principle: Worked example , Chemical equilibrium , Chemistry , Khan Academy|2016-06-13T17:33:22Z|Videos on chemistry (roughly covering a first-year high school or college course).|5gujU2QcGcY
559|8|123|Conjugate acid–base pairs , Chemical reactions , AP Chemistry , Khan Academy|2016-06-24T19:45:58Z|Videos on chemistry (roughly covering a first-year high school or college course).|4441EyWBPt8
560|9|1|Current , Introduction to electrical engineering , Electrical engineering , Khan Academy|2016-05-12T22:18:45Z||ZRLXDiiUv8Q
561|9|2|Voltage , Introduction to electrical engineering , Electrical engineering , Khan Academy|2016-05-12T21:41:17Z||k9SwNST1eW0
562|9|3|Current direction , Electrical engineering , Khan Academy|2016-05-12T22:35:17Z||4frpZ4Q0q58
563|9|4|Conventional current|2016-06-17T17:10:51Z||17EhKw2tsu4
564|9|5|Ideal circuit elements , Circuit analysis , Electrical engineering , Khan Academy|2016-05-23T05:19:37Z||l-h72j2-X0o
